"metro_area_name","year","week","iclaimnsa"
"College Station",2022,33,85
"College Station",2022,34,78
"College Station",2022,35,69
"College Station",2022,36,62
"College Station",2022,37,62
"College Station",2022,38,64
"College Station",2022,39,65
"College Station",2022,40,84
"College Station",2022,41,73
"College Station",2022,42,89
"College Station",2022,52,85
"Colorado Springs",2020,10,269
"Colorado Springs",2020,11,328
"Colorado Springs",2020,12,2869
"Colorado Springs",2020,13,9801
"Colorado Springs",2020,14,8444
"Colorado Springs",2020,15,5737
"Colorado Springs",2020,16,4034
"Colorado Springs",2020,17,3436
"Colorado Springs",2020,18,2485
"Colorado Springs",2020,19,1868
"Colorado Springs",2020,20,1749
"Colorado Springs",2020,21,1526
"Colorado Springs",2020,22,1307
"Colorado Springs",2020,23,1557
"Colorado Springs",2020,24,1052
"Colorado Springs",2020,25,1042
"Colorado Springs",2020,26,978
"Colorado Springs",2020,27,1026
"Colorado Springs",2020,28,1032
"Colorado Springs",2020,29,982
"Colorado Springs",2020,30,1066
"Colorado Springs",2020,31,891
"Colorado Springs",2020,32,825
"Colorado Springs",2020,33,863
"Colorado Springs",2020,34,827
"Colorado Springs",2020,35,743
"Colorado Springs",2020,36,712
"Colorado Springs",2020,37,556
"Colorado Springs",2020,38,631
"Colorado Springs",2020,39,656
"Colorado Springs",2020,40,713
"Colorado Springs",2020,41,689
"Colorado Springs",2020,42,707
"Colorado Springs",2020,43,775
"Colorado Springs",2020,44,831
"Colorado Springs",2020,45,908
"Colorado Springs",2020,46,1494
"Colorado Springs",2020,47,1709
"Colorado Springs",2020,48,2578
"Colorado Springs",2020,49,3420
"Colorado Springs",2020,50,2881
"Colorado Springs",2020,51,3359
"Columbus",2020,1,607
"Columbus",2020,2,586
"Columbus",2020,3,551
"Columbus",2020,4,470
"Columbus",2020,5,552
"Columbus",2020,6,492
"Columbus",2020,7,456
"Columbus",2020,8,441
"Columbus",2020,9,415
"Columbus",2020,10,502
"Columbus",2020,11,674
"Columbus",2020,12,23527
"Columbus",2020,13,23295
"Columbus",2020,14,23327
"Columbus",2020,15,17688
"Columbus",2020,16,12284
"Columbus",2020,17,10389
"Columbus",2020,18,6759
"Columbus",2020,19,5490
"Columbus",2020,20,5069
"Columbus",2020,21,4788
"Columbus",2020,22,4068
"Columbus",2020,23,4074
"Columbus",2020,24,3937
"Columbus",2020,25,3955
"Columbus",2020,26,3983
"Columbus",2020,27,3554
"Columbus",2020,28,3787
"Columbus",2020,29,3310
"Columbus",2020,30,3003
"Columbus",2020,31,2935
"Columbus",2020,32,2272
"Columbus",2020,33,2499
"Columbus",2020,34,2200
"Columbus",2020,35,2123
"Columbus",2020,36,1940
"Columbus",2020,37,1711
"Columbus",2020,38,1826
"Columbus",2020,39,2054
"Columbus",2020,40,2085
"Columbus",2020,41,2217
"Columbus",2020,42,1775
"Columbus",2020,43,1787
"Columbus",2020,44,2149
"Columbus",2020,45,2337
"Columbus",2020,46,2693
"Columbus",2020,47,3110
"Columbus",2020,48,2450
"Columbus",2020,49,3471
"Columbus",2020,50,3974
"Columbus",2020,51,3203
"Columbus",2020,52,2624
"Columbus",2021,1,3987
"Columbus",2021,2,5368
"Columbus",2021,3,6069
"Columbus",2021,4,5865
"Columbus",2021,5,21140
"Columbus",2021,6,24428
"Columbus",2021,7,16306
"Columbus",2021,8,22992
"Columbus",2021,9,26752
"Columbus",2021,10,18158
"Columbus",2021,11,12719
"Columbus",2021,12,8320
"Columbus",2021,13,6871
"Columbus",2021,14,2974
"Columbus",2021,15,2530
"Columbus",2021,16,2397
"Columbus",2021,17,1987
"Columbus",2021,18,2359
"Columbus",2021,19,1994
"Columbus",2021,20,1425
"Columbus",2021,21,1373
"Columbus",2021,22,1569
"Columbus",2021,23,1637
"Columbus",2021,24,1553
"Columbus",2021,25,1154
"Columbus",2021,26,1030
"Columbus",2021,27,978
"Columbus",2021,28,1082
"Columbus",2021,29,908
"Columbus",2021,30,983
"Columbus",2021,31,1032
"Columbus",2021,32,944
"Columbus",2021,33,737
"Columbus",2021,34,1350
"Columbus",2021,35,1100
"Columbus",2021,36,762
"Columbus",2021,37,1052
"Columbus",2021,38,814
"Columbus",2021,39,845
"Columbus",2021,40,801
"Columbus",2021,41,648
"Columbus",2021,42,542
"Columbus",2021,43,523
"Columbus",2021,44,668
"Columbus",2021,45,556
"Columbus",2021,46,458
"Columbus",2021,47,400
"Columbus",2021,48,574
"Columbus",2021,49,638
"Columbus",2021,50,662
"Columbus",2021,51,753
"Columbus",2021,53,2654
"Columbus",2022,1,752
"Columbus",2022,2,1277
"Columbus",2022,3,1387
"Corpus Christi",2019,1,254
"Corpus Christi",2019,2,374
"Corpus Christi",2019,3,334
"Corpus Christi",2019,4,297
"Corpus Christi",2019,5,579
"Corpus Christi",2019,6,410
"Corpus Christi",2019,7,414
"Corpus Christi",2019,8,317
"Corpus Christi",2019,9,339
"Corpus Christi",2019,10,371
"Corpus Christi",2019,11,261
"Corpus Christi",2019,12,271
"Corpus Christi",2019,13,239
"Corpus Christi",2019,14,291
"Corpus Christi",2019,15,294
"Corpus Christi",2019,16,263
"Corpus Christi",2019,17,306
"Corpus Christi",2019,18,330
"Corpus Christi",2019,19,385
"Corpus Christi",2019,20,392
"Corpus Christi",2019,21,446
"Corpus Christi",2019,22,350
"Corpus Christi",2019,23,391
"Corpus Christi",2019,24,343
"Corpus Christi",2019,25,304
"Corpus Christi",2019,26,344
"Corpus Christi",2019,27,265
"Corpus Christi",2019,28,345
"Corpus Christi",2019,29,296
"Corpus Christi",2019,30,350
"Corpus Christi",2019,31,303
"Corpus Christi",2019,32,286
"Corpus Christi",2019,33,273
"Corpus Christi",2019,34,327
"Corpus Christi",2019,35,289
"Corpus Christi",2019,36,266
"Corpus Christi",2019,37,314
"Corpus Christi",2019,38,308
"Corpus Christi",2019,39,302
"Corpus Christi",2019,40,312
"Corpus Christi",2019,41,328
"Corpus Christi",2019,42,282
"Corpus Christi",2019,43,319
"Corpus Christi",2019,44,390
"Corpus Christi",2019,45,468
"Corpus Christi",2019,46,467
"Corpus Christi",2019,47,536
"Corpus Christi",2019,48,348
"Corpus Christi",2019,49,458
"Corpus Christi",2019,50,411
"Corpus Christi",2019,51,484
"Corpus Christi",2019,52,244
"Corpus Christi",2020,1,296
"Corpus Christi",2020,2,382
"Corpus Christi",2020,3,366
"Corpus Christi",2020,4,304
"Corpus Christi",2020,5,325
"Corpus Christi",2020,6,332
"Corpus Christi",2020,7,309
"Corpus Christi",2020,8,301
"Corpus Christi",2020,9,290
"Corpus Christi",2020,10,418
"Corpus Christi",2020,11,412
"Corpus Christi",2020,12,2505
"Corpus Christi",2020,13,5793
"Corpus Christi",2020,14,5332
"Corpus Christi",2020,15,3849
"Corpus Christi",2020,16,3987
"Corpus Christi",2020,17,3059
"Corpus Christi",2020,18,3089
"Corpus Christi",2020,19,2612
"Corpus Christi",2020,20,2199
"Corpus Christi",2020,21,2149
"Corpus Christi",2020,22,1792
"Corpus Christi",2020,23,1774
"Corpus Christi",2020,24,1517
"Corpus Christi",2020,25,1695
"Corpus Christi",2020,26,1820
"Corpus Christi",2020,27,2463
"Corpus Christi",2020,28,2257
"Corpus Christi",2020,29,1783
"Corpus Christi",2020,30,1461
"Corpus Christi",2020,31,1129
"Corpus Christi",2020,32,911
"Corpus Christi",2020,33,1167
"Corpus Christi",2020,34,1013
"Corpus Christi",2020,35,1056
"Corpus Christi",2020,36,1160
"Corpus Christi",2020,37,777
"Corpus Christi",2020,38,725
"Corpus Christi",2020,39,800
"Corpus Christi",2020,40,767
"Corpus Christi",2020,41,733
"Corpus Christi",2020,42,644
"Corpus Christi",2020,43,687
"Corpus Christi",2020,44,728
"Corpus Christi",2020,45,663
"Corpus Christi",2020,46,620
"Corpus Christi",2020,47,761
"Corpus Christi",2020,48,512
"Corpus Christi",2020,49,789
"Corpus Christi",2020,50,693
"Corpus Christi",2020,51,667
"Corpus Christi",2020,52,696
"Corpus Christi",2021,1,1015
"Corpus Christi",2021,2,995
"Corpus Christi",2021,3,941
"Corpus Christi",2021,4,919
"Corpus Christi",2021,5,791
"Corpus Christi",2021,6,692
"Corpus Christi",2021,7,729
"Corpus Christi",2021,8,963
"Corpus Christi",2021,9,792
"Corpus Christi",2021,10,1119
"Corpus Christi",2021,11,1295
"Corpus Christi",2021,12,1212
"Corpus Christi",2021,13,1826
"Corpus Christi",2021,14,809
"Corpus Christi",2021,15,741
"Corpus Christi",2021,16,623
"Corpus Christi",2021,17,573
"Corpus Christi",2021,18,546
"Corpus Christi",2021,19,546
"Corpus Christi",2021,20,545
"Corpus Christi",2021,21,448
"Corpus Christi",2021,22,422
"Corpus Christi",2021,23,457
"Corpus Christi",2021,24,389
"Corpus Christi",2021,25,369
"Corpus Christi",2021,26,521
"Corpus Christi",2021,27,872
"Corpus Christi",2021,28,907
"Corpus Christi",2021,29,622
"Corpus Christi",2021,30,546
"Corpus Christi",2021,31,562
"Corpus Christi",2021,32,505
"Corpus Christi",2021,33,499
"Corpus Christi",2021,34,557
"Corpus Christi",2021,35,466
"Corpus Christi",2021,36,396
"Corpus Christi",2021,37,364
"Corpus Christi",2021,38,472
"Corpus Christi",2021,39,374
"Corpus Christi",2021,40,415
"Corpus Christi",2021,41,428
"Corpus Christi",2021,42,338
"Corpus Christi",2021,43,411
"Corpus Christi",2021,44,412
"Corpus Christi",2021,45,338
"Corpus Christi",2021,46,551
"Corpus Christi",2021,47,288
"Corpus Christi",2021,48,394
"Corpus Christi",2021,49,385
"Corpus Christi",2021,50,451
"Corpus Christi",2021,51,304
"Corpus Christi",2021,53,914
"Corpus Christi",2022,1,477
"Corpus Christi",2022,2,452
"Corpus Christi",2022,3,351
"Corpus Christi",2022,4,363
"Corpus Christi",2022,5,341
"Corpus Christi",2022,6,352
"Corpus Christi",2022,7,391
"Corpus Christi",2022,8,355
"Corpus Christi",2022,9,338
"Corpus Christi",2022,10,380
"Corpus Christi",2022,11,291
"Corpus Christi",2022,12,278
"Corpus Christi",2022,13,276
"Corpus Christi",2022,14,357
"Corpus Christi",2022,15,252
"Corpus Christi",2022,16,264
"Corpus Christi",2022,17,258
"Corpus Christi",2022,18,265
"Corpus Christi",2022,19,306
"Corpus Christi",2022,20,389
"Corpus Christi",2022,21,344
"Corpus Christi",2022,22,311
"Corpus Christi",2022,23,280
"Corpus Christi",2022,24,288
"Corpus Christi",2022,25,306
"Corpus Christi",2022,26,290
"Corpus Christi",2022,27,364
"Corpus Christi",2022,28,315
"Corpus Christi",2022,29,275
"Corpus Christi",2022,30,265
"Corpus Christi",2022,31,304
"Corpus Christi",2022,32,309
"Corpus Christi",2022,33,292
"Corpus Christi",2022,34,304
"Corpus Christi",2022,35,302
"Corpus Christi",2022,36,228
"Corpus Christi",2022,37,224
"Corpus Christi",2022,38,236
"Corpus Christi",2022,39,199
"Corpus Christi",2022,40,267
"Corpus Christi",2022,41,293
"Corpus Christi",2022,42,256
"Corpus Christi",2022,52,336
"Dallas",2019,1,6800
"Dallas",2019,2,5130
"Dallas",2019,3,4218
"Dallas",2019,4,3305
"Dallas",2019,5,3621
"Dallas",2019,6,3591
"Dallas",2019,7,3306
"Dallas",2019,8,3039
"Dallas",2019,9,3010
"Dallas",2019,10,5053
"Dallas",2019,11,3600
"Dallas",2019,12,3715
"Dallas",2019,13,3095
"Dallas",2019,14,3479
"Dallas",2019,15,3693
"Dallas",2019,16,3206
"Dallas",2019,17,2981
"Dallas",2019,18,3174
"Dallas",2019,19,3122
"Dallas",2019,20,3213
"Dallas",2019,21,4748
"Dallas",2019,22,4183
"Dallas",2019,23,3795
"Dallas",2019,24,3369
"Dallas",2019,25,3198
"Dallas",2019,26,3340
"Dallas",2019,27,3002
"Dallas",2019,28,3719
"Dallas",2019,29,3150
"Dallas",2019,30,3029
"Dallas",2019,31,3282
"Dallas",2019,32,3261
"Dallas",2019,33,2802
"Dallas",2019,34,3091
"Dallas",2019,35,2893
"Dallas",2019,36,2746
"Dallas",2019,37,3033
"Dallas",2019,38,4513
"Dallas",2019,39,3443
"Dallas",2019,40,3520
"Dallas",2019,41,3672
"Dallas",2019,42,3202
"Dallas",2019,43,2988
"Dallas",2019,44,3097
"Dallas",2019,45,3198
"Dallas",2019,46,2826
"Dallas",2019,47,4830
"Dallas",2019,48,2189
"Dallas",2019,49,4239
"Dallas",2019,50,3192
"Dallas",2019,51,6172
"Dallas",2019,52,1738
"Dallas",2020,1,3052
"Dallas",2020,2,4128
"Dallas",2020,3,3733
"Dallas",2020,4,3221
"Dallas",2020,5,3402
"Dallas",2020,6,3541
"Dallas",2020,7,3057
"Dallas",2020,8,2994
"Dallas",2020,9,3011
"Dallas",2020,10,4459
"Dallas",2020,11,4573
"Dallas",2020,12,47333
"Dallas",2020,13,79873
"Dallas",2020,14,83101
"Dallas",2020,15,64035
"Dallas",2020,16,57462
"Dallas",2020,17,42288
"Dallas",2020,18,45012
"Dallas",2020,19,35271
"Dallas",2020,20,29898
"Dallas",2020,21,28272
"Dallas",2020,22,25625
"Dallas",2020,23,24086
"Dallas",2020,24,20372
"Dallas",2020,25,20896
"Dallas",2020,26,19091
"Dallas",2020,27,24059
"Dallas",2020,28,22128
"Dallas",2020,29,18586
"Dallas",2020,30,16060
"Dallas",2020,31,13103
"Dallas",2020,32,11791
"Dallas",2020,33,14306
"Dallas",2020,34,11971
"Dallas",2020,35,13535
"Dallas",2020,36,15472
"Dallas",2020,37,10890
"Dallas",2020,38,9852
"Dallas",2020,39,9446
"Dallas",2020,40,10888
"Dallas",2020,41,10212
"Dallas",2020,42,8724
"Dallas",2020,43,8484
"Dallas",2020,44,8402
"Dallas",2020,45,8285
"Dallas",2020,46,8744
"Dallas",2020,47,10543
"Dallas",2020,48,7467
"Dallas",2020,49,11112
"Dallas",2020,50,9109
"Dallas",2020,51,10990
"Dallas",2020,52,8309
"Dallas",2021,1,13582
"Dallas",2021,2,14017
"Dallas",2021,3,14330
"Dallas",2021,4,12572
"Dallas",2021,5,11551
"Dallas",2021,6,9064
"Dallas",2021,7,9550
"Dallas",2021,8,13599
"Dallas",2021,9,12437
"Dallas",2021,10,21378
"Dallas",2021,11,23852
"Dallas",2021,12,24242
"Dallas",2021,13,36054
"Dallas",2021,14,14671
"Dallas",2021,15,12629
"Dallas",2021,16,8699
"Dallas",2021,17,7009
"Dallas",2021,18,6305
"Dallas",2021,19,7085
"Dallas",2021,20,6174
"Dallas",2021,21,6627
"Dallas",2021,22,4931
"Dallas",2021,23,5547
"Dallas",2021,24,5486
"Dallas",2021,25,4806
"Dallas",2021,26,5760
"Dallas",2021,27,8037
"Dallas",2021,28,10025
"Dallas",2021,29,6679
"Dallas",2021,30,7828
"Dallas",2021,31,8403
"Dallas",2021,32,5877
"Dallas",2021,33,5101
"Dallas",2021,34,5060
"Dallas",2021,35,5067
"Dallas",2021,36,4119
"Dallas",2021,37,5519
"Dallas",2021,38,5807
"Dallas",2021,39,4691
"Dallas",2021,40,4820
"Dallas",2021,41,4346
"Dallas",2021,42,3956
"Dallas",2021,43,3609
"Dallas",2021,44,3554
"Dallas",2021,45,3294
"Dallas",2021,46,4900
"Dallas",2021,47,2331
"Dallas",2021,48,4073
"Dallas",2021,49,3310
"Dallas",2021,50,5450
"Dallas",2021,51,3098
"Dallas",2021,53,11796
"Dallas",2022,1,4821
"Dallas",2022,2,4269
"Dallas",2022,3,3382
"Dallas",2022,4,4053
"Dallas",2022,5,3616
"Dallas",2022,6,3511
"Dallas",2022,7,3432
"Dallas",2022,8,3005
"Dallas",2022,9,3733
"Dallas",2022,10,4338
"Dallas",2022,11,3673
"Dallas",2022,12,3701
"Dallas",2022,13,3256
"Dallas",2022,14,3796
"Dallas",2022,15,3156
"Dallas",2022,16,3336
"Dallas",2022,17,3201
"Dallas",2022,18,3512
"Dallas",2022,19,3458
"Dallas",2022,20,3928
"Dallas",2022,21,5060
"Dallas",2022,22,3911
"Dallas",2022,23,3625
"Dallas",2022,24,3827
"Dallas",2022,25,3965
"Dallas",2022,26,4084
"Dallas",2022,27,4068
"Dallas",2022,28,4430
"Dallas",2022,29,3987
"Dallas",2022,30,3882
"Dallas",2022,31,3976
"Dallas",2022,32,3777
"Dallas",2022,33,3745
"Dallas",2022,34,3639
"Dallas",2022,35,3869
"Dallas",2022,36,3171
"Dallas",2022,37,3349
"Dallas",2022,38,3565
"Dallas",2022,39,3336
"Dallas",2022,40,4058
"Dallas",2022,41,3711
"Dallas",2022,42,3345
"Dallas",2022,52,3222
"Davenport",2018,1,484
"Davenport",2018,2,383
"Davenport",2018,3,260
"Davenport",2018,4,247
"Davenport",2018,5,313
"Davenport",2018,6,222
"Davenport",2018,7,190
"Davenport",2018,8,179
"Davenport",2018,9,181
"Davenport",2018,10,179
"Davenport",2018,11,303
"Davenport",2018,12,247
"Davenport",2018,13,148
"Davenport",2018,14,200
"Davenport",2018,15,198
"Davenport",2018,16,152
"Davenport",2018,17,166
"Davenport",2018,18,145
"Davenport",2018,19,173
"Davenport",2018,20,172
"Davenport",2018,21,176
"Davenport",2018,22,173
"Davenport",2018,23,297
"Davenport",2018,24,159
"Davenport",2018,25,158
"Davenport",2018,26,156
"Davenport",2018,27,292
"Davenport",2018,28,169
"Davenport",2018,29,158
"Davenport",2018,30,179
"Davenport",2018,31,187
"Davenport",2018,32,154
"Davenport",2018,33,143
"Davenport",2018,34,134
"Davenport",2018,35,182
"Davenport",2018,36,160
"Davenport",2018,37,135
"Davenport",2018,38,125
"Davenport",2018,39,134
"Davenport",2018,40,153
"Davenport",2018,41,169
"Davenport",2018,42,171
"Davenport",2018,43,178
"Davenport",2018,44,187
"Davenport",2018,45,281
"Davenport",2018,46,301
"Davenport",2018,47,308
"Davenport",2018,48,568
"Davenport",2018,49,384
"Davenport",2018,50,335
"Davenport",2018,51,483
"Davenport",2018,52,568
"Davenport",2019,1,390
"Davenport",2019,2,433
"Davenport",2019,3,297
"Davenport",2019,4,350
"Davenport",2019,5,334
"Davenport",2019,6,256
"Davenport",2019,7,191
"Davenport",2019,8,196
"Davenport",2019,9,246
"Davenport",2019,10,218
"Davenport",2019,11,335
"Davenport",2019,12,171
"Davenport",2019,13,145
"Davenport",2019,14,160
"Davenport",2019,15,187
"Davenport",2019,16,164
"Davenport",2019,17,161
"Davenport",2019,18,253
"Davenport",2019,19,217
"Davenport",2019,20,189
"Davenport",2019,21,199
"Davenport",2019,22,195
"Davenport",2019,23,257
"Davenport",2019,24,275
"Davenport",2019,25,182
"Davenport",2019,26,221
"Davenport",2019,27,244
"Davenport",2019,28,189
"Davenport",2019,29,199
"Davenport",2019,30,240
"Davenport",2019,31,165
"Davenport",2019,32,213
"Davenport",2019,33,144
"Davenport",2019,34,202
"Davenport",2019,35,170
"Davenport",2019,36,143
"Davenport",2019,37,161
"Davenport",2019,38,169
"Davenport",2019,39,217
"Davenport",2019,40,199
"Davenport",2019,41,193
"Davenport",2019,42,273
"Davenport",2019,43,239
"Davenport",2019,44,287
"Davenport",2019,45,318
"Davenport",2019,46,401
"Davenport",2019,47,399
"Davenport",2019,48,406
"Davenport",2019,49,451
"Davenport",2019,50,413
"Davenport",2019,51,530
"Davenport",2019,52,1081
"Davenport",2020,1,320
"Davenport",2020,2,426
"Davenport",2020,3,296
"Davenport",2020,4,258
"Davenport",2020,5,238
"Davenport",2020,6,221
"Davenport",2020,7,193
"Davenport",2020,8,185
"Davenport",2020,9,221
"Davenport",2020,10,171
"Davenport",2020,11,221
"Davenport",2020,12,3500
"Davenport",2020,13,4979
"Davenport",2020,14,5878
"Davenport",2020,15,4208
"Davenport",2020,16,2721
"Davenport",2020,17,2755
"Davenport",2020,18,2579
"Davenport",2020,19,1537
"Davenport",2020,20,1771
"Davenport",2020,21,1334
"Davenport",2020,22,443
"Davenport",2020,23,773
"Davenport",2020,24,840
"Davenport",2020,25,633
"Davenport",2020,26,625
"Davenport",2020,27,1025
"Davenport",2020,28,720
"Davenport",2020,29,1003
"Davenport",2020,30,606
"Davenport",2020,31,570
"Davenport",2020,32,417
"Davenport",2020,33,470
"Davenport",2020,34,466
"Davenport",2020,35,487
"Davenport",2020,36,414
"Davenport",2020,37,387
"Davenport",2020,38,900
"Davenport",2020,39,530
"Davenport",2020,40,351
"Davenport",2020,41,367
"Davenport",2020,42,403
"Davenport",2020,43,403
"Davenport",2020,44,394
"Davenport",2020,45,425
"Davenport",2020,46,530
"Davenport",2020,47,912
"Davenport",2020,48,491
"Davenport",2020,49,960
"Davenport",2020,50,649
"Davenport",2020,51,647
"Davenport",2020,52,630
"Davenport",2021,1,793
"Davenport",2021,2,619
"Davenport",2021,3,490
"Davenport",2021,4,517
"Davenport",2021,5,526
"Davenport",2021,6,559
"Davenport",2021,7,820
"Davenport",2021,8,538
"Davenport",2021,9,394
"Davenport",2021,10,500
"Davenport",2021,11,503
"Davenport",2021,12,410
"Davenport",2021,13,629
"Davenport",2021,14,741
"Davenport",2021,15,744
"Davenport",2021,16,326
"Davenport",2021,17,293
"Davenport",2021,18,314
"Davenport",2021,19,332
"Davenport",2021,20,351
"Davenport",2021,21,256
"Davenport",2021,22,174
"Davenport",2021,23,239
"Davenport",2021,24,193
"Davenport",2021,25,178
"Davenport",2021,26,174
"Davenport",2021,27,289
"Davenport",2021,28,148
"Davenport",2021,29,151
"Davenport",2021,30,163
"Davenport",2021,31,220
"Davenport",2021,32,171
"Davenport",2021,33,163
"Davenport",2021,34,138
"Davenport",2021,35,147
"Davenport",2021,36,136
"Davenport",2021,37,181
"Davenport",2021,38,151
"Davenport",2021,39,178
"Davenport",2021,40,148
"Davenport",2021,41,151
"Davenport",2021,42,145
"Davenport",2021,43,162
"Davenport",2021,44,183
"Davenport",2021,45,144
"Davenport",2021,46,260
"Davenport",2021,47,155
"Davenport",2021,48,314
"Davenport",2021,49,291
"Davenport",2021,50,247
"Davenport",2021,51,307
"Davenport",2021,53,785
"Davenport",2022,1,397
"Davenport",2022,2,288
"Davenport",2022,3,212
"Davenport",2022,4,247
"Davenport",2022,5,181
"Davenport",2022,6,152
"Davenport",2022,7,168
"Davenport",2022,8,161
"Davenport",2022,9,150
"Davenport",2022,10,141
"Davenport",2022,11,164
"Davenport",2022,12,163
"Davenport",2022,13,141
"Davenport",2022,14,138
"Davenport",2022,15,117
"Davenport",2022,16,126
"Davenport",2022,17,129
"Davenport",2022,18,288
"Davenport",2022,19,133
"Davenport",2022,20,105
"Davenport",2022,21,130
"Davenport",2022,22,146
"Davenport",2022,23,210
"Davenport",2022,24,131
"Davenport",2022,25,142
"Davenport",2022,26,122
"Davenport",2022,27,141
"Davenport",2022,28,125
"Davenport",2022,29,147
"Davenport",2022,30,146
"Davenport",2022,31,133
"Davenport",2022,32,91
"Davenport",2022,33,108
"Davenport",2022,34,103
"Davenport",2022,35,111
"Davenport",2022,36,133
"Davenport",2022,37,124
"Davenport",2022,38,114
"Davenport",2022,39,138
"Davenport",2022,40,138
"Davenport",2022,41,141
"Davenport",2022,42,178
"Davenport",2022,43,200
"Davenport",2022,52,322
"Denver",2020,10,273
"Denver",2020,11,611
"Denver",2020,12,4841
"Denver",2020,13,12576
"Denver",2020,14,11606
"Denver",2020,15,8229
"Denver",2020,16,5771
"Denver",2020,17,5521
"Denver",2020,18,4328
"Denver",2020,19,3263
"Denver",2020,20,2644
"Denver",2020,21,2186
"Denver",2020,22,1730
"Denver",2020,23,1961
"Denver",2020,24,1615
"Denver",2020,25,1549
"Denver",2020,26,1393
"Denver",2020,27,1595
"Denver",2020,28,1494
"Denver",2020,29,1296
"Denver",2020,30,1246
"Denver",2020,31,1048
"Denver",2020,32,994
"Denver",2020,33,1121
"Denver",2020,34,1005
"Denver",2020,35,861
"Denver",2020,36,865
"Denver",2020,37,708
"Denver",2020,38,807
"Denver",2020,39,771
"Denver",2020,40,986
"Denver",2020,41,885
"Denver",2020,42,899
"Denver",2020,43,937
"Denver",2020,44,1140
"Denver",2020,45,1207
"Denver",2020,46,1369
"Denver",2020,47,2979
"Denver",2020,48,2290
"Denver",2020,49,2790
"Denver",2020,50,2994
"Denver",2020,51,3986
"Des Moines",2018,1,1457
"Des Moines",2018,2,1061
"Des Moines",2018,3,783
"Des Moines",2018,4,755
"Des Moines",2018,5,648
"Des Moines",2018,6,668
"Des Moines",2018,7,582
"Des Moines",2018,8,544
"Des Moines",2018,9,526
"Des Moines",2018,10,622
"Des Moines",2018,11,545
"Des Moines",2018,12,449
"Des Moines",2018,13,413
"Des Moines",2018,14,540
"Des Moines",2018,15,444
"Des Moines",2018,16,475
"Des Moines",2018,17,448
"Des Moines",2018,18,450
"Des Moines",2018,19,543
"Des Moines",2018,20,550
"Des Moines",2018,21,478
"Des Moines",2018,22,397
"Des Moines",2018,23,657
"Des Moines",2018,24,415
"Des Moines",2018,25,484
"Des Moines",2018,26,451
"Des Moines",2018,27,565
"Des Moines",2018,28,454
"Des Moines",2018,29,382
"Des Moines",2018,30,758
"Des Moines",2018,31,422
"Des Moines",2018,32,360
"Des Moines",2018,33,370
"Des Moines",2018,34,398
"Des Moines",2018,35,427
"Des Moines",2018,36,508
"Des Moines",2018,37,446
"Des Moines",2018,38,364
"Des Moines",2018,39,419
"Des Moines",2018,40,549
"Des Moines",2018,41,591
"Des Moines",2018,42,509
"Des Moines",2018,43,466
"Des Moines",2018,44,507
"Des Moines",2018,45,646
"Des Moines",2018,46,698
"Des Moines",2018,47,452
"Des Moines",2018,48,1452
"Des Moines",2018,49,1336
"Des Moines",2018,50,1035
"Des Moines",2018,51,1098
"Des Moines",2018,52,1447
"Des Moines",2019,1,1033
"Des Moines",2019,2,1056
"Des Moines",2019,3,840
"Des Moines",2019,4,1120
"Des Moines",2019,5,1002
"Des Moines",2019,6,717
"Des Moines",2019,7,523
"Des Moines",2019,8,588
"Des Moines",2019,9,580
"Des Moines",2019,10,607
"Des Moines",2019,11,630
"Des Moines",2019,12,675
"Des Moines",2019,13,493
"Des Moines",2019,14,429
"Des Moines",2019,15,419
"Des Moines",2019,16,416
"Des Moines",2019,17,384
"Des Moines",2019,18,493
"Des Moines",2019,19,505
"Des Moines",2019,20,446
"Des Moines",2019,21,550
"Des Moines",2019,22,543
"Des Moines",2019,23,717
"Des Moines",2019,24,454
"Des Moines",2019,25,410
"Des Moines",2019,26,416
"Des Moines",2019,27,521
"Des Moines",2019,28,530
"Des Moines",2019,29,361
"Des Moines",2019,30,377
"Des Moines",2019,31,398
"Des Moines",2019,32,370
"Des Moines",2019,33,366
"Des Moines",2019,34,423
"Des Moines",2019,35,365
"Des Moines",2019,36,341
"Des Moines",2019,37,433
"Des Moines",2019,38,429
"Des Moines",2019,39,466
"Des Moines",2019,40,578
"Des Moines",2019,41,583
"Des Moines",2019,42,471
"Des Moines",2019,43,533
"Des Moines",2019,44,562
"Des Moines",2019,45,639
"Des Moines",2019,46,1016
"Des Moines",2019,47,785
"Des Moines",2019,48,658
"Des Moines",2019,49,1206
"Des Moines",2019,50,1171
"Des Moines",2019,51,1360
"Des Moines",2019,52,1669
"Des Moines",2020,1,1158
"Des Moines",2020,2,1076
"Des Moines",2020,3,964
"Des Moines",2020,4,886
"Des Moines",2020,5,806
"Des Moines",2020,6,561
"Des Moines",2020,7,564
"Des Moines",2020,8,553
"Des Moines",2020,9,427
"Des Moines",2020,10,552
"Des Moines",2020,11,595
"Des Moines",2020,12,14095
"Des Moines",2020,13,17140
"Des Moines",2020,14,17077
"Des Moines",2020,15,12146
"Des Moines",2020,16,7014
"Des Moines",2020,17,6858
"Des Moines",2020,18,5837
"Des Moines",2020,19,4676
"Des Moines",2020,20,2722
"Des Moines",2020,21,3458
"Des Moines",2020,22,1637
"Des Moines",2020,23,2720
"Des Moines",2020,24,2261
"Des Moines",2020,25,2221
"Des Moines",2020,26,2038
